Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
DRG39,874.5898014971874,OUT035
FDU32,2010.4524505847776,OUT049
FDY27,2908.579167041487,OUT049
NCP54,2013.442707182171,OUT013
NCZ41,2016.2063899935733,OUT049
DRL49,2166.435935869353,OUT013
FDI05,1298.7374606200653,OUT018
FDY56,3798.475174187033,OUT045
DRC13,2016.2063899935733,OUT013
NCV29,2965.18111599581,OUT017
FDR24,1479.599657416722,OUT049
FDZ34,3054.9529430317243,OUT018
FDP37,2016.2063899935733,OUT035
FDX08,4887.990217443035,OUT027
FDS57,2053.007636644722,OUT045
NCG18,1578.1423978877033,OUT049
FDK25,2698.2308914079936,OUT018
FDH53,1332.0813554674733,OUT049
DRI59,3568.7586204458476,OUT018
FDA52,2871.2283440260403,OUT046
FDT20,131.7525156513408,OUT010
FDE36,384.1128290143537,OUT019
FDI24,2848.793652425126,OUT017
FDB28,3101.6958047730677,OUT018
FDV11,2871.2283440260403,OUT017
FDP01,2505.0117201777525,OUT046
FDD34,4222.460032397805,OUT027
FDJ50,1040.3230344423177,OUT027
FDZ44,1961.6476178128023,OUT013
DRO59,1150.480482167282,OUT035
DRB48,669.6687058155918,OUT045
FDR21,2842.5618793869944,OUT018
NCE42,572.473876338105,OUT010
FDO23,1528.384815264529,OUT046
NCE30,3479.663243633285,OUT018
FDQ22,666.574890697872,OUT035
FDY01,1939.5790759714855,OUT045
FDS08,2877.120244605999,OUT017
FDG28,3702.81222409512,OUT018
FDQ51,732.525949141058,OUT018
FDB05,3992.992793967793,OUT017
FDO56,1947.7485062816797,OUT049
FDE02,1528.758704160154,OUT018
FDN45,3754.9697439798724,OUT017
FDS09,786.9956185475957,OUT013
NCA54,3019.8895313639237,OUT018
FDP09,568.8909056533226,OUT010
FDC53,1543.1269453370085,OUT045
NCM55,3057.382951292783,OUT017
FDL09,2696.470431904441,OUT018
FDA11,230.05065922219453,OUT019
FDA50,1536.1482558389255,OUT045
FDC23,2950.8199233141086,OUT017
FDE22,2550.622520811691,OUT049
FDD23,3057.382951292783,OUT046
NCA29,2848.793652425126,OUT049
FDK38,2478.682980510478,OUT046
DRC13,2010.4524505847776,OUT046
NCP43,2953.854303885184,OUT049
FDX28,1543.1269453370085,OUT049
FDF08,1479.599657416722,OUT049
FDZ33,2480.8332094205225,OUT046
FDD10,2904.7774022644135,OUT049
FDO58,2563.8605667554757,OUT017
FDI50,3821.128856403537,OUT017
FDO58,2569.758536269326,OUT045
FDX08,3022.319539624982,OUT013
NCK17,131.7525156513408,OUT010
FDF39,4108.548341259665,OUT035
FDU45,268.96773370999085,OUT010
NCJ18,1947.7485062816797,OUT018
DRC27,571.9519091088052,OUT019
DRC25,1430.336290312093,OUT035
FDU59,2555.7017287478816,OUT035
FDU28,3053.5811865157098,OUT035
NCP30,671.9381887540198,OUT046
FDB39,947.4050683467585,OUT018
FDE41,1531.172076932728,OUT013
DRH11,132.07799922996983,OUT010
FDA58,3872.5190861428464,OUT045
FDU50,1939.5790759714855,OUT046
FDM34,2024.961051719752,OUT013
FDM44,2853.384288082767,OUT027
FDR39,3053.5811865157098,OUT045
FDM25,2848.793652425126,OUT045
FDQ49,2506.684793263474,OUT049
DRH25,840.2153324164443,OUT018
FDM09,4286.670599913176,OUT027
FDL44,383.30464542681415,OUT019
NCR42,660.2780830192412,OUT018
DRL59,906.7928015119192,OUT046
FDX43,2678.080841023847,OUT013
DRK47,570.6950945504055,OUT010
FDU48,2027.959782068436,OUT018
FDY12,741.379454514165,OUT045
NCN43,2010.4524505847776,OUT018
NCM55,3054.9529430317243,OUT018
FDQ21,3019.490533242882,OUT027
FDX13,4012.2259004241046,OUT035
NCK30,5864.176850714227,OUT027
FDG20,2848.793652425126,OUT049
DRG27,661.6923155234741,OUT017
FDY14,3859.338921154276,OUT018
FDP59,1578.1423978877033,OUT035
FDU60,2698.900440165499,OUT017
NCC18,415.2041087080556,OUT019
DRJ39,3706.0781659340496,OUT017
FDS07,1927.7983901128232,OUT049
FDM08,5864.176850714227,OUT027
FDP51,2005.32294730915,OUT045
FDU16,1381.2826072997902,OUT035
FDH12,1585.5804456821693,OUT013
DRE48,504.1889119950795,OUT010
NCL42,5864.176850714227,OUT027
FDR21,2873.3184798289253,OUT045
NCW29,2027.959782068436,OUT035
FDO11,3990.5346596792574,OUT013
NCM31,2050.3616076746025,OUT049
FDV35,369.362167014791,OUT019
FDF58,1018.1863575516795,OUT017
NCE43,2700.660899669052,OUT049
FDA02,2462.7402522433877,OUT035
DRL37,131.7525156513408,OUT010
FDR24,1522.8881947765317,OUT018
FDW59,1382.7661648376543,OUT049
FDS22,685.7416065770104,OUT049
FDW24,732.5251349807465,OUT017
FDU24,1538.5541484358882,OUT035
FDA21,5177.780991883925,OUT027
FDH58,2970.9793861890093,OUT027
FDW36,1578.1423978877033,OUT018
FDI45,4429.5685398557725,OUT027
FDU01,3048.116797683576,OUT018
FDF35,2933.868975214067,OUT027
FDU43,572.473876338105,OUT019
FDE24,361.45052916191196,OUT019
FDK50,2563.8605667554757,OUT049
FDG31,1060.7533075210067,OUT045
FDC60,1481.4249874676786,OUT045
FDL36,1540.8188953750455,OUT013
FDP21,3057.382951292783,OUT013
FDW16,1481.4249874676786,OUT045
FDX02,3785.5366042284154,OUT017
FDQ58,4080.555514819856,OUT027
FDT51,1685.0013099275604,OUT046
FDD59,1309.5755081439725,OUT049
NCM42,1595.426006164385,OUT018
FDA57,662.9226630629278,OUT018
FDZ48,1706.8434566704632,OUT035
FDE46,2487.398354044549,OUT045
NCZ30,279.9025291485234,OUT019
FDB56,3057.382951292783,OUT017
FDA25,2864.6298194363626,OUT027
FDD20,2016.2063899935733,OUT013
FDL25,1548.8328784149144,OUT013
NCO18,2871.2283440260403,OUT049
FDJ45,659.0477354797873,OUT017
FDR12,2740.963564490791,OUT035
NCF19,131.7525156513408,OUT010
FDK25,2642.6091395830845,OUT046
NCR17,1927.7983901128232,OUT046
FDC52,2482.4448652118217,OUT046
NCA54,3022.319539624982,OUT017
FDR45,569.5563868361651,OUT010
NCM19,1927.7983901128232,OUT049
FDF39,5864.176850714227,OUT027
FDX23,1538.5541484358882,OUT049
FDD58,2823.9673525348685,OUT027
FDX28,1568.4699929017236,OUT013
NCD31,2563.8605667554757,OUT013
FDU57,2482.4448652118217,OUT018
FDI27,737.6576114724268,OUT046
NCM42,1587.9574470752402,OUT046
FDD32,2205.159641153982,OUT027
FDI34,3777.3146045524363,OUT013
NCM29,2024.961051719752,OUT049
FDG46,1832.3154565025702,OUT018
DRC01,131.7525156513408,OUT010
FDB15,5864.176850714227,OUT027
NCA17,4007.26594252728,OUT027
FDF10,2478.682980510478,OUT046
FDR26,4813.335968558128,OUT027
FDI02,1706.8434566704632,OUT049
NCM54,278.2398415817306,OUT010
FDF14,2482.4448652118217,OUT013
FDJ33,272.75164032830185,OUT010
FDM20,3925.2534715005213,OUT035
FDC03,5728.633318893037,OUT027
NCX05,1947.7485062816797,OUT046
NCM41,2765.239280309021,OUT027
NCU29,368.60645876625944,OUT010
FDQ59,1383.8658303387058,OUT017
FDH46,240.76704202911344,OUT010
FDH09,795.0456693713204,OUT013
NCD06,737.562120714347,OUT045
FDC15,2505.0117201777525,OUT035
DRD37,974.6260140103544,OUT027
FDT28,4007.26594252728,OUT027
FDR28,4222.460032397805,OUT027
FDT38,1433.0107985022398,OUT017
FDV34,1555.5064593827271,OUT027
FDY52,1044.2272297360428,OUT035
FDB34,1530.8696083909092,OUT013
DRL23,1578.1423978877033,OUT018
DRB24,2505.0117201777525,OUT046
FDJ50,963.4503121255553,OUT046
FDQ49,2505.0117201777525,OUT035
FDP20,2016.2063899935733,OUT035
FDV19,4213.352302682397,OUT027
NCR54,3057.382951292783,OUT045
FDO09,572.7636729794219,OUT010
FDS57,2094.0036590247614,OUT018
FDN10,1947.7485062816797,OUT049
FDV23,2016.2063899935733,OUT049
FDY28,3684.574913932987,OUT049
DRG51,2563.8605667554757,OUT013
FDD45,230.63207301607457,OUT019
NCL18,5671.113418712673,OUT027
NCM29,2024.961051719752,OUT013
FDF17,5734.086273199751,OUT027
FDE22,2561.0293254310477,OUT017
FDQ22,659.0477354797873,OUT017
FDS01,2974.1793520915376,OUT013
FDW35,930.8211370776838,OUT027
FDJ33,2016.2063899935733,OUT046
NCF54,2844.9918876480533,OUT035
FDE09,1636.2495512803873,OUT013
NCE06,2561.0293254310477,OUT045
DRH49,1330.1095994437283,OUT049
FDY43,2740.963564490791,OUT045
NCT05,4024.8450131051545,OUT017
FDZ34,3057.382951292783,OUT045
FDL38,1445.7738572627609,OUT017
FDZ31,3057.382951292783,OUT017
FDR14,930.866153684674,OUT035
NCN54,1309.5755081439725,OUT049
NCC42,3034.310437195024,OUT027
FDK08,1543.1269453370085,OUT017
FDP59,1578.1423978877033,OUT013
FDV22,2536.2326725121147,OUT035
FDD33,3825.601229949019,OUT035
DRE60,5864.176850714227,OUT027
FDK52,3803.6733152509155,OUT046
FDA02,2478.682980510478,OUT017
FDM56,1595.426006164385,OUT049
FDE57,2053.007636644722,OUT035
FDM32,1469.265951643708,OUT045
NCQ30,2999.137362248618,OUT027
FDQ27,2864.6298194363626,OUT027
FDT60,3019.490533242882,OUT027
FDU43,3885.629699392238,OUT049
NCO55,1585.5804456821693,OUT035
FDG02,3054.3485707217083,OUT045
FDJ28,3057.382951292783,OUT013
FDP40,1706.8434566704632,OUT045
FDJ38,3057.382951292783,OUT045
NCC54,3880.9978070134325,OUT017
NCZ41,2016.2063899935733,OUT046
FDK38,368.07733253952233,OUT019
FDU52,2505.0117201777525,OUT013
FDC40,1256.2280862800924,OUT046
NCR30,1101.9408208956872,OUT017
NCN18,1706.8434566704632,OUT017
FDB50,1306.680623251789,OUT035
FDG04,3054.3485707217083,OUT013
FDR26,2867.4265792489673,OUT035
NCT17,3054.9529430317243,OUT018
FDX35,5864.176850714227,OUT027
FDS12,2022.29323374156,OUT046
NCZ29,3024.3511933790137,OUT027
FDB38,383.83377165355114,OUT010
FDP12,712.9018360789804,OUT013
FDP22,800.6235329886518,OUT046
FDS26,3850.4016223975104,OUT018
FDR52,3057.382951292783,OUT046
DRJ13,2561.0293254310477,OUT046
FDU48,3034.310437195024,OUT027
FDE29,1011.5529357953477,OUT035
NCT29,2010.4524505847776,OUT049
DRK37,3054.9529430317243,OUT018
FDK55,1458.0188041020842,OUT046
FDR07,1538.5541484358882,OUT046
FDO21,5864.176850714227,OUT027
FDK46,4081.2073438191837,OUT049
FDB12,1578.1423978877033,OUT045
FDT31,5192.840976145172,OUT027
FDJ33,2016.2063899935733,OUT045
FDC26,2942.498158299187,OUT027
NCQ02,3054.3485707217083,OUT045
FDP08,507.92664735540626,OUT010
FDB11,5864.176850714227,OUT027
FDV55,2478.682980510478,OUT013
FDW20,2010.4524505847776,OUT049
NCJ18,277.9679752490581,OUT019
FDC41,1178.9099962984592,OUT018
FDE14,2853.384288082767,OUT027
FDG35,2841.9575070769774,OUT013
FDF45,930.866153684674,OUT035
FDS19,2021.632429077843,OUT027
FDS58,383.1943193452352,OUT019
FDA26,3747.824291240105,OUT017
FDM32,1453.9634743715164,OUT049
FDL45,2016.2063899935733,OUT046
FDZ55,2555.7017287478816,OUT049
FDY37,2053.007636644722,OUT049
FDO46,3054.3485707217083,OUT046
FDQ60,1995.0586963338824,OUT046
FDA19,2024.961051719752,OUT018
FDL15,2505.0117201777525,OUT046
FDM10,3468.295944427751,OUT018
NCL05,662.5008927984703,OUT017
DRK49,131.7525156513408,OUT010
NCE18,5864.176850714227,OUT027
FDG40,668.4904006034019,OUT049
DRI59,3788.6074021889967,OUT045
FDK28,4036.8077214816467,OUT035
NCD06,131.7525156513408,OUT019
FDO11,572.3557694939454,OUT019
FDK27,1989.0842210924936,OUT046
FDT43,993.1607660906915,OUT027
FDD38,1578.1423978877033,OUT018
FDA16,3752.551997407361,OUT049
FDL14,4080.555514819856,OUT027
NCM17,676.4359146719735,OUT049
FDD20,2013.442707182171,OUT045
FDA40,1456.3114753888356,OUT045
FDL43,1306.680623251789,OUT045
FDV15,1578.1423978877033,OUT045
FDE52,1483.2496388775305,OUT046
NCL17,358.3836847907823,OUT010
NCJ31,3881.6788905292447,OUT045
FDR60,1306.680623251789,OUT045
NCA18,1939.5790759714855,OUT035
FDS21,1392.1454674833547,OUT027
FDW09,1306.680623251789,OUT035
FDL26,2505.0117201777525,OUT035
FDS47,1496.407926155036,OUT018
FDC39,3402.1828464185646,OUT046
FDT51,1685.0013099275604,OUT035
FDK40,4111.168629553661,OUT035
NCG19,3839.898228761829,OUT045
FDZ07,1086.5521283548098,OUT046
FDF08,2605.684819585689,OUT027
FDO04,1038.544488966745,OUT013
FDK41,1402.6132274886445,OUT018
FDP15,4027.4072904502273,OUT049
NCD43,1578.1423978877033,OUT018
NCP18,2480.8332094205225,OUT013
FDZ51,1528.384815264529,OUT046
DRH13,1595.426006164385,OUT035
FDF38,669.6687058155918,OUT045
NCI43,740.0522901988311,OUT045
FDM38,1210.7396723286975,OUT027
FDS03,1233.2594356154466,OUT013
DRJ47,2844.9918876480533,OUT017
FDT50,228.54954397057412,OUT010
FDV02,2847.033192921573,OUT046
NCG18,1578.1423978877033,OUT017
FDW52,2565.9664478793343,OUT046
FDS40,666.574890697872,OUT035
FDN31,3057.382951292783,OUT017
FDA37,2013.442707182171,OUT045
FDA15,4004.931791723502,OUT046
FDL39,3022.319539624982,OUT046
FDJ53,2010.4524505847776,OUT045
FDX22,3665.533711950505,OUT013
NCZ42,3900.2573714360183,OUT045
FDD56,4477.749701696562,OUT027
FDD40,3050.546805944635,OUT017
FDS50,3728.7669954081225,OUT013
NCN14,3053.5811865157098,OUT013
FDT15,3057.382951292783,OUT013
NCS18,2899.1395366003685,OUT027
NCO26,270.6858259819401,OUT010
FDF58,1037.4550298532959,OUT018
NCB19,1531.172076932728,OUT013
FDH26,2050.3616076746025,OUT017
DRB24,4059.6188782875715,OUT027
FDA49,1451.7581956521792,OUT018
FDB32,1538.5541484358882,OUT045
FDI36,3063.8732457753317,OUT017
NCA17,364.9599796674939,OUT010
FDH22,2016.2063899935733,OUT013
NCM26,2500.641895654847,OUT018
FDT15,5177.780991883925,OUT027
FDB16,1464.5212544127,OUT018
NCP54,3019.490533242882,OUT027
FDJ36,1578.1423978877033,OUT013
FDO28,1997.917754762618,OUT045
FDU09,1034.9691934730392,OUT013
FDF29,2022.29323374156,OUT017
FDY08,2047.8155606385599,OUT013
DRJ59,660.2780830192412,OUT018
FDT23,2028.6956546093704,OUT027
FDU15,660.2780830192412,OUT018
FDT47,1545.3582135394834,OUT013
FDI53,386.4705177478266,OUT019
FDR59,3861.771572982716,OUT018
FDD53,669.2194707415588,OUT035
FDY51,3742.9734105982284,OUT017
FDT04,671.1349806470887,OUT049
FDU51,2867.4265792489673,OUT049
FDG14,2482.4448652118217,OUT035
NCU06,3803.564654027864,OUT045
DRG25,3057.382951292783,OUT046
DRH49,1383.8658303387058,OUT035
FDN15,2033.6819907405902,OUT035
FDL43,1236.4687504796411,OUT018
NCT18,3057.382951292783,OUT049
NCB31,4049.0196860076853,OUT013
FDK57,1989.0842210924936,OUT035
FDY04,383.30464542681415,OUT019
NCP54,2010.4524505847776,OUT046
FDF41,3867.4642531907743,OUT013
FDM01,1578.1423978877033,OUT045
FDW03,1578.1423978877033,OUT045
FDF28,2013.442707182171,OUT045
FDY37,2053.007636644722,OUT017
FDQ03,3872.699820752979,OUT017
FDP51,2979.0062445914355,OUT027
FDJ40,1685.0013099275604,OUT017
FDC32,1528.384815264529,OUT049
DRI49,2248.643501651996,OUT027
NCW54,930.866153684674,OUT017
FDF09,659.0477354797873,OUT017
FDP45,3789.7846530187035,OUT018
DRJ23,3051.151178254651,OUT018
FDS59,1685.0013099275604,OUT017
FDY08,2033.6819907405902,OUT046
FDX16,2478.682980510478,OUT049
FDY16,3051.151178254651,OUT018
FDK32,2498.686733012076,OUT035
FDQ22,715.5464161226671,OUT013
NCC31,2506.684793263474,OUT018
FDG58,2505.0117201777525,OUT049
DRF48,3057.382951292783,OUT013
DRH36,1096.9297948407461,OUT049
NCR30,1148.7229634835394,OUT035
FDB03,573.9023806936623,OUT019
FDZ28,3024.3511933790137,OUT027
FDR35,3069.6692244833457,OUT017
DRD15,5864.176850714227,OUT027
FDJ33,279.22565560663975,OUT019
FDA56,272.83885949619713,OUT010
FDP56,740.2890316511856,OUT046
NCT30,740.2890316511856,OUT046
FDK15,1565.820023746087,OUT017
FDH44,2478.682980510478,OUT018
FDV01,2505.0117201777525,OUT013
DRG03,2487.398354044549,OUT017
FDG50,2631.376213568838,OUT027
FDR16,570.4741236361518,OUT010
FDZ60,1587.9574470752402,OUT046
DRG03,2505.0117201777525,OUT045
FDS56,3861.771572982716,OUT018
FDU33,734.1365383954571,OUT045
DRD27,1543.1269453370085,OUT035
FDW22,3756.9499499851,OUT046
DRA24,2563.8605667554757,OUT045
FDF38,671.1349806470887,OUT049
FDX48,2505.0117201777525,OUT013
FDS58,2558.4420705033954,OUT018
FDC32,1528.384815264529,OUT046
NCQ29,4075.6225281103007,OUT045
DRK39,1402.6132274886445,OUT018
NCS38,1927.7983901128232,OUT017
DRO47,1706.8434566704632,OUT013
DRG27,930.8211370776838,OUT027
FDC57,5642.436383660303,OUT027
FDS55,2478.682980510478,OUT046
NCJ06,1999.8715007071185,OUT018
FDO01,282.0086693329707,OUT019
NCM55,3057.382951292783,OUT045
FDC52,2482.4448652118217,OUT049
FDQ15,1319.8470880001382,OUT045
NCT30,993.1607660906915,OUT027
NCR42,927.3679797590008,OUT027
FDD28,930.866153684674,OUT035
FDQ34,1578.1423978877033,OUT049
FDZ12,3065.97082739262,OUT027
DRE13,198.43489598163714,OUT019
NCN07,282.654985367836,OUT019
FDM28,3019.9651952372283,OUT035
FDI10,2848.793652425126,OUT017
FDQ25,2755.7386340332787,OUT013
FDA38,570.6950945504055,OUT010
DRI13,3689.8942757924924,OUT049
FDY20,2637.590367722264,OUT027
NCZ53,3057.382951292783,OUT035
NCM31,2462.7402522433877,OUT013
DRB01,3057.382951292783,OUT017
DRF37,4082.94702713336,OUT046
NCF42,2869.467884522487,OUT049
FDF16,2480.8332094205225,OUT018
FDB41,786.9956185475957,OUT013
FDR34,3793.11342715182,OUT013
FDR15,2505.0117201777525,OUT018
NCV42,273.93269373303536,OUT019
FDW51,3682.8508591262853,OUT035
FDU36,1538.5541484358882,OUT017
FDX60,1348.5204891800524,OUT049
FDY03,1920.8710009525128,OUT035
FDW55,3955.036129700357,OUT045
FDT01,570.1449902251363,OUT010
FDG58,2505.0117201777525,OUT013
FDK21,4006.7117573659257,OUT017
NCS41,460.1787833084626,OUT019
FDS10,3034.8652383413864,OUT045
NCT53,2565.9664478793343,OUT046
FDJ28,3054.9529430317243,OUT018
FDX44,1449.647706335156,OUT045
FDT20,662.9226630629278,OUT018
FDO44,1636.2495512803873,OUT017
NCX17,3819.765761642914,OUT049
FDY01,1947.7485062816797,OUT017
FDJ12,5858.29363547052,OUT027
DRK35,660.2780830192412,OUT018
FDD47,389.4759047160349,OUT019
NCM53,1585.5804456821693,OUT035
FDO45,1534.3863493056522,OUT013
NCM42,255.8145084157285,OUT010
FDE04,2970.3775873144646,OUT046
NCI30,5864.176850714227,OUT027
FDZ19,2848.793652425126,OUT013
FDW57,2877.120244605999,OUT013
FDA25,1578.1423978877033,OUT013
FDT22,996.2282808785789,OUT046
FDP51,1977.8635383919836,OUT013
FDD48,2970.9793861890093,OUT027
FDY39,3057.382951292783,OUT035
FDO48,573.6125840523453,OUT010
FDD23,5177.780991883925,OUT027
DRN35,927.3679797590008,OUT027
FDT01,3696.5848710391456,OUT035
FDC20,131.7525156513408,OUT010
DRJ35,1030.500611636685,OUT035
FDB32,1530.2376040743702,OUT046
FDL24,2848.793652425126,OUT046
NCV42,1784.6109555504693,OUT035
FDZ46,1595.426006164385,OUT046
FDC15,2505.0117201777525,OUT013
FDD08,131.7525156513408,OUT019
FDY50,1469.265951643708,OUT049
FDD36,1986.190089986703,OUT013
FDG57,993.1607660906915,OUT027
FDL21,662.9226630629278,OUT018
FDN16,2853.384288082767,OUT027
FDJ09,991.7899820172745,OUT027
FDS01,426.8082133944361,OUT010
FDV33,4084.011527303693,OUT017
DRE12,1927.7983901128232,OUT017
FDR07,1545.3582135394834,OUT013
FDP48,466.01407916316197,OUT010
NCB55,930.866153684674,OUT035
FDQ08,1130.2762521971242,OUT013
FDR34,3817.283617425995,OUT035
FDO33,1706.8434566704632,OUT046
FDP13,669.6687058155918,OUT045
FDX12,3884.2097087645325,OUT049
NCT06,2617.506965072598,OUT049
FDR16,570.22344333517,OUT019
FDE36,2565.9664478793343,OUT046
FDZ36,3057.382951292783,OUT049
FDV13,1453.9634743715164,OUT045
NCZ17,666.574890697872,OUT035
FDU56,3055.6224917892305,OUT045
FDM09,2826.7042626839566,OUT035
FDV02,2847.033192921573,OUT017
FDS34,1832.3154565025702,OUT018
FDA11,1538.5541484358882,OUT049
FDP09,3681.7535791586283,OUT017
FDB29,2962.143250883777,OUT027
FDT19,2848.793652425126,OUT017
DRH15,674.6046271337009,OUT017
FDY38,3788.9186602544314,OUT046
FDF14,4012.911494465412,OUT027
FDN48,224.07896944434728,OUT010
FDQ12,3785.9048968302527,OUT013
NCJ43,2848.793652425126,OUT045
FDE17,363.9048295530611,OUT019
FDB05,3995.6730365815442,OUT035
FDH10,3053.5811865157098,OUT045
NCR06,661.6923155234741,OUT017
FDU32,2010.4524505847776,OUT018
FDD56,2848.793652425126,OUT049
FDO36,3016.0877665868506,OUT018
FDH16,218.97909790110398,OUT010
FDX10,660.2780830192412,OUT018
FDZ37,1453.9634743715164,OUT017
FDU31,572.3557694939454,OUT010
DRC49,2053.007636644722,OUT049
FDL15,2487.398354044549,OUT045
FDN32,492.37205182901226,OUT019
DRH59,1470.3367714105618,OUT027
NCU29,2478.682980510478,OUT049
FDR37,465.93358390728537,OUT019
FDS14,2522.9063270539145,OUT018
FDU02,5864.176850714227,OUT027
FDJ08,3057.382951292783,OUT035
NCZ06,4011.379426640573,OUT045
FDO31,1359.6287754666098,OUT049
FDH31,1570.8287897487985,OUT018
FDS58,2555.7017287478816,OUT017
NCA53,993.1607660906915,OUT027
FDF50,3063.8732457753317,OUT046
NCW42,3748.5404635809655,OUT049
NCQ17,2506.684793263474,OUT045
FDK51,3885.9477238408713,OUT018
NCW41,379.20750089308837,OUT010
NCR29,930.866153684674,OUT017
FDB08,383.1943193452352,OUT019
FDA40,2485.49023273149,OUT027
FDL14,2537.943087965903,OUT018
FDB47,3584.760597814667,OUT046
FDO03,3820.781622954069,OUT035
DRK13,521.2973633747011,OUT019
FDX13,570.089345135288,OUT010
FDF52,3057.382951292783,OUT046
FDT11,3057.382951292783,OUT013
FDB08,2555.7017287478816,OUT013
FDQ28,2505.0117201777525,OUT018
FDD29,4019.4344307456718,OUT045
NCQ29,5864.176850714227,OUT027
NCO02,1233.2594356154466,OUT013
FDR56,510.08441099851007,OUT010
NCM54,2016.2063899935733,OUT049
FDP51,1947.7485062816797,OUT035
FDT38,1525.7040698364049,OUT013
FDZ20,3792.7120277172057,OUT018
FDJ53,2005.32294730915,OUT013
FDX13,3984.483654367635,OUT049
FDP58,3756.673945938564,OUT035
NCK31,131.7525156513408,OUT019
FDA35,2013.442707182171,OUT018
FDV37,3074.0715824349304,OUT018
NCO07,5864.176850714227,OUT027
FDA20,3057.382951292783,OUT045
FDZ59,2678.080841023847,OUT035
NCY17,676.2989414533961,OUT017
FDQ28,2500.641895654847,OUT035
FDV35,2505.0117201777525,OUT017
FDQ36,712.9018360789804,OUT013
FDD34,2563.8605667554757,OUT018
FDK51,4088.6416924022938,OUT045
FDV31,2848.793652425126,OUT035
FDR04,1538.5541484358882,OUT035
FDR14,937.2450391845441,OUT049
DRC36,421.32066716429523,OUT010
FDE39,279.9025291485234,OUT019
FDP57,1578.1423978877033,OUT049
FDE57,2050.3616076746025,OUT046
NCN18,1702.3862479711802,OUT046
NCQ05,2480.8332094205225,OUT018
FDW47,1999.8715007071185,OUT035
FDV46,2033.6819907405902,OUT035
NCP29,1055.3053756954353,OUT045
FDE09,1685.0013099275604,OUT018
NCU06,5864.176850714227,OUT027
FDT19,417.2610079913158,OUT010
DRF15,2482.4448652118217,OUT017
DRI51,2739.203104987238,OUT013
NCX54,1578.1423978877033,OUT013
DRE01,3867.152821317278,OUT013
NCB07,3053.5811865157098,OUT045
FDU50,1927.7983901128232,OUT035
FDG40,666.574890697872,OUT035
FDW10,2842.5618793869944,OUT018
FDX51,3057.382951292783,OUT013
NCP17,1060.7533075210067,OUT045
FDP21,3057.382951292783,OUT035
FDL04,1578.1423978877033,OUT045
FDV23,2013.442707182171,OUT013
FDF24,1385.506476726112,OUT046
FDH56,2962.143250883777,OUT027
FDB51,1024.5652430515497,OUT049
FDI58,2816.4765551000387,OUT027
FDR20,785.7349824422538,OUT013
FDC51,2013.442707182171,OUT018
FDB16,2485.49023273149,OUT027
FDE40,1017.9318212952178,OUT049
NCM17,674.5204047664433,OUT035
FDU56,3055.6224917892305,OUT035
FDS32,286.4641410114707,OUT019
FDX02,3770.517031551692,OUT049
FDT39,4059.6188782875715,OUT027
FDE35,930.866153684674,OUT017
NCI42,566.8387557605605,OUT019
DRL23,1578.1423978877033,OUT046
FDA10,2010.4524505847776,OUT046
FDA11,1545.3582135394834,OUT013
NCM06,2505.0117201777525,OUT046
NCT05,4057.9598170533036,OUT035
NCQ02,490.17036247577033,OUT010
NCY06,2024.961051719752,OUT049
FDY56,3788.216846842167,OUT035
FDL02,1578.1423978877033,OUT035
NCI06,2894.5743675426615,OUT035
FDQ14,2480.8332094205225,OUT045
FDQ12,3804.9621926622367,OUT017
FDP36,740.2890316511856,OUT046
FDK21,5864.176850714227,OUT027
FDO40,2478.682980510478,OUT045
NCK54,276.8875720771819,OUT019
FDY09,2868.7983357649814,OUT018
NCW30,4071.2888835907693,OUT049
NCC55,927.3679797590008,OUT027
FDE58,1947.7485062816797,OUT018
FDR39,3053.5811865157098,OUT013
FDU28,3053.5811865157098,OUT049
FDH08,3812.170722983804,OUT017
FDG35,2841.9575070769774,OUT045
FDG22,668.4904006034019,OUT049
FDC34,2522.9063270539145,OUT035
FDP15,3820.016659510538,OUT018
FDK34,570.813201394565,OUT010
FDU45,1939.5790759714855,OUT035
FDQ04,930.0125598026875,OUT027
FDX22,3465.8164542728487,OUT018
FDB45,1578.1423978877033,OUT017
NCH43,5864.176850714227,OUT027
DRE60,3765.1239155421813,OUT046
FDD17,5864.176850714227,OUT027
NCM54,2022.29323374156,OUT017
NCH55,2022.29323374156,OUT013
NCT06,2565.9664478793343,OUT017
FDA48,5864.176850714227,OUT027
FDY58,5864.176850714227,OUT027
FDO25,3682.8508591262853,OUT045
FDN50,1538.5541484358882,OUT045
FDH35,2565.9664478793343,OUT035
FDK09,3801.484794826613,OUT045
FDO16,1510.777343479159,OUT013
FDW11,1062.1415395748095,OUT045
FDU47,3034.310437195024,OUT027
NCQ42,278.3804779608973,OUT010
FDK55,2631.376213568838,OUT027
FDN08,1947.7485062816797,OUT049
FDT57,3871.7843997493246,OUT045
FDJ12,3416.430985129463,OUT018
DRL59,785.3782149433667,OUT017
NCN53,669.293608710333,OUT046
FDO51,131.7525156513408,OUT010
FDK56,3057.382951292783,OUT017
FDY12,833.3482196131065,OUT035
FDU15,666.574890697872,OUT035
FDQ19,3906.3532070815268,OUT046
DRF15,2505.0117201777525,OUT045
DRE25,229.10371950397123,OUT019
FDK57,1989.0842210924936,OUT018
FDD33,570.2944587035803,OUT010
FDR34,5864.176850714227,OUT027
FDU04,2010.4524505847776,OUT045
FDE35,133.61959976971536,OUT019
